               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.044239,             0.12897,           0.0045342,              0.3874,             0.33424,             0.30363,             0.13725,            0.054684,             0.19879,            0.016593,           0.0075745,           0.0075745,           0.0075745
                  51,            0.044251,             0.12831,            0.004454,             0.38633,             0.33497,             0.30369,             0.13727,            0.054677,              0.1988,            0.016601,            0.007525,            0.007525,            0.007525
                  52,            0.044034,             0.12824,           0.0044831,              0.3878,             0.33415,             0.30361,             0.13713,            0.054676,             0.19883,            0.016627,           0.0074755,           0.0074755,           0.0074755
                  53,            0.044009,             0.12779,           0.0044465,              0.3889,             0.33433,             0.30363,             0.13711,            0.054662,             0.19894,            0.016641,            0.007426,            0.007426,            0.007426
                  54,            0.044035,             0.12781,           0.0044379,               0.389,             0.33385,             0.30371,             0.13726,            0.054657,             0.19899,            0.016637,           0.0073765,           0.0073765,           0.0073765
                  55,            0.043987,             0.12809,           0.0044531,             0.38904,             0.33368,             0.30364,             0.13725,            0.054661,             0.19914,            0.016637,            0.007327,            0.007327,            0.007327
                  56,            0.043995,             0.12792,           0.0044247,             0.38893,             0.33333,             0.30364,             0.13724,            0.054662,             0.19932,            0.016639,           0.0072775,           0.0072775,           0.0072775
                  57,            0.043998,             0.12853,           0.0044429,              0.3863,             0.33425,              0.3034,             0.13724,            0.054672,             0.19941,            0.016635,            0.007228,            0.007228,            0.007228
                  58,            0.043968,             0.12809,           0.0044527,             0.38632,             0.33485,             0.30322,             0.13724,            0.054667,              0.1995,            0.016627,           0.0071785,           0.0071785,           0.0071785
                  59,            0.043883,             0.12846,           0.0044103,             0.38713,             0.33375,             0.30312,             0.13726,            0.054664,             0.19967,            0.016609,            0.007129,            0.007129,            0.007129
                  60,            0.043897,             0.12754,           0.0044364,             0.38733,             0.33368,             0.30359,             0.13743,            0.054655,              0.1997,             0.01658,           0.0070795,           0.0070795,           0.0070795
                  61,            0.043767,             0.12765,           0.0044285,             0.38767,             0.33343,             0.30362,              0.1375,            0.054653,             0.19981,            0.016568,             0.00703,             0.00703,             0.00703
                  62,            0.043656,             0.12668,           0.0044014,             0.38825,             0.33213,             0.30348,             0.13746,            0.054657,             0.19998,            0.016554,           0.0069805,           0.0069805,           0.0069805
                  63,            0.043672,             0.12759,           0.0043683,             0.38752,             0.33176,             0.30354,             0.13756,            0.054651,             0.20003,            0.016558,            0.006931,            0.006931,            0.006931
                  64,            0.043747,             0.12744,           0.0044028,             0.38802,              0.3311,             0.30354,             0.13753,            0.054645,                 0.2,            0.016553,           0.0068815,           0.0068815,           0.0068815
                  65,            0.043712,             0.12725,           0.0043884,             0.38998,             0.32992,             0.30334,             0.13748,            0.054657,             0.20015,            0.016541,            0.006832,            0.006832,            0.006832
                  66,            0.043545,             0.12662,           0.0043505,             0.39164,             0.32923,             0.30335,             0.13746,             0.05466,             0.20038,            0.016548,           0.0067825,           0.0067825,           0.0067825
                  67,            0.043567,             0.12763,           0.0043793,              0.3925,             0.32803,             0.30323,             0.13738,            0.054653,             0.20054,             0.01655,            0.006733,            0.006733,            0.006733
                  68,            0.043454,             0.12764,           0.0043536,             0.38832,             0.33036,             0.30332,             0.13736,            0.054653,             0.20072,            0.016549,           0.0066835,           0.0066835,           0.0066835
                  69,            0.043466,             0.12659,           0.0043319,             0.38979,             0.32942,             0.30347,             0.13743,            0.054648,             0.20087,            0.016547,            0.006634,            0.006634,            0.006634
