HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
59.291,54.66,64.762,58.93,81.903,69.102,85.648,86.155,61.718,73.542,80.411,59.135,58.357,85.484,58.503,65.227,90.655,33.103,41.379,25.517,43140,22998,4447,97,48,60,37,399,48.889,68.945,59.276,82.384,39204,26934,8383,47587,66138,194,145
