               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  56,            0.038979,             0.11442,           0.0052428,             0.32423,             0.27552,             0.22584,             0.10618,            0.052841,             0.21539,            0.052029,           0.0072775,           0.0072775,           0.0072775
                  57,            0.038907,             0.11488,           0.0052144,              0.3295,             0.27118,             0.22552,             0.10601,            0.052858,             0.21566,            0.052074,            0.007228,            0.007228,            0.007228
                  58,            0.038907,             0.11441,           0.0052157,             0.33165,             0.26903,             0.22531,             0.10587,            0.052882,             0.21592,             0.05212,           0.0071785,           0.0071785,           0.0071785
                  59,             0.03886,             0.11483,           0.0051971,             0.32828,             0.26991,             0.22523,             0.10579,            0.052903,             0.21612,            0.052157,            0.007129,            0.007129,            0.007129
                  60,            0.038839,             0.11387,           0.0052318,             0.32565,             0.27121,             0.22536,             0.10589,            0.052908,             0.21625,            0.052125,           0.0070795,           0.0070795,           0.0070795
                  61,            0.038675,              0.1139,            0.005168,             0.31772,             0.27736,             0.22544,             0.10585,            0.052927,             0.21637,            0.052153,             0.00703,             0.00703,             0.00703
                  62,             0.03864,             0.11313,           0.0051749,             0.31425,             0.27835,             0.22508,             0.10562,            0.052949,             0.21661,             0.05219,           0.0069805,           0.0069805,           0.0069805
                  63,            0.038573,             0.11383,           0.0051527,              0.3151,             0.27742,              0.2248,             0.10537,             0.05298,             0.21675,            0.052273,            0.006931,            0.006931,            0.006931
                  64,            0.038682,             0.11372,           0.0051647,             0.31524,             0.27736,             0.22474,             0.10535,            0.053013,             0.21681,            0.052283,           0.0068815,           0.0068815,           0.0068815
                  65,            0.038614,             0.11351,           0.0051614,             0.31673,             0.27651,             0.22463,              0.1053,            0.053035,             0.21696,            0.052293,            0.006832,            0.006832,            0.006832
                  66,            0.038493,             0.11297,           0.0051193,             0.31755,             0.27496,             0.22445,             0.10508,            0.053063,             0.21709,            0.052282,           0.0067825,           0.0067825,           0.0067825
                  67,            0.038409,             0.11364,           0.0051252,             0.31174,             0.27861,              0.2237,             0.10471,            0.053087,             0.21718,            0.052283,            0.006733,            0.006733,            0.006733
                  68,            0.038368,             0.11371,           0.0050944,             0.31019,             0.27855,             0.22351,             0.10474,             0.05311,              0.2174,            0.052298,           0.0066835,           0.0066835,           0.0066835
                  69,            0.038338,             0.11273,           0.0050855,             0.31119,             0.27722,             0.22314,             0.10462,            0.053126,             0.21771,             0.05233,            0.006634,            0.006634,            0.006634
                  70,            0.038274,             0.11287,           0.0050724,             0.31139,             0.27654,             0.22272,             0.10435,            0.053158,             0.21795,            0.052364,           0.0065845,           0.0065845,           0.0065845
                  71,            0.038304,             0.11332,           0.0050608,              0.3108,             0.27572,             0.22243,             0.10425,            0.053174,             0.21814,            0.052427,            0.006535,            0.006535,            0.006535
                  72,            0.038326,               0.113,           0.0050971,             0.31109,              0.2754,             0.22227,             0.10423,            0.053194,             0.21837,            0.052464,           0.0064855,           0.0064855,           0.0064855
                  73,            0.038258,             0.11285,           0.0050512,              0.3136,             0.27258,             0.22156,             0.10378,            0.053218,             0.21857,            0.052529,            0.006436,            0.006436,            0.006436
                  74,            0.038189,             0.11209,           0.0050407,             0.31447,              0.2713,             0.22127,             0.10371,            0.053238,             0.21885,            0.052643,           0.0063865,           0.0063865,           0.0063865
                  75,            0.038165,             0.11247,           0.0050409,             0.31616,             0.26943,             0.22092,             0.10355,            0.053252,             0.21911,            0.052743,            0.006337,            0.006337,            0.006337
                  76,            0.038108,              0.1125,           0.0050145,             0.31178,             0.27255,             0.22065,             0.10349,            0.053263,             0.21931,            0.052778,           0.0062875,           0.0062875,           0.0062875
                  77,            0.038036,             0.11216,           0.0050141,             0.31115,             0.27199,             0.21991,             0.10321,            0.053291,             0.21961,            0.052866,            0.006238,            0.006238,            0.006238
                  78,            0.038062,             0.11211,           0.0050243,             0.31257,              0.2718,             0.21947,             0.10305,            0.053316,             0.21995,            0.052958,           0.0061885,           0.0061885,           0.0061885
                  79,            0.037933,             0.11172,           0.0049899,             0.31165,             0.27148,             0.21922,             0.10297,            0.053337,             0.22017,            0.053021,            0.006139,            0.006139,            0.006139
                  80,            0.038014,             0.11238,           0.0050051,             0.31214,             0.27139,             0.21887,             0.10276,            0.053364,             0.22065,            0.053073,           0.0060895,           0.0060895,           0.0060895
                  81,             0.03793,             0.11211,           0.0049642,             0.31179,             0.26959,             0.21833,             0.10253,             0.05339,               0.221,            0.053155,             0.00604,             0.00604,             0.00604
                  82,            0.037888,             0.11187,           0.0049671,              0.3109,             0.26945,             0.21765,             0.10227,            0.053414,              0.2214,            0.053269,           0.0059905,           0.0059905,           0.0059905
                  83,            0.037772,             0.11125,           0.0049546,             0.31003,              0.2683,             0.21737,             0.10224,            0.053431,             0.22173,            0.053401,            0.005941,            0.005941,            0.005941
                  84,            0.037751,             0.11182,           0.0049831,             0.30944,             0.26705,             0.21679,             0.10201,            0.053459,             0.22202,            0.053454,           0.0058915,           0.0058915,           0.0058915
                  85,            0.037691,              0.1114,           0.0049362,             0.30895,             0.26725,             0.21664,             0.10193,            0.053477,             0.22227,            0.053488,            0.005842,            0.005842,            0.005842
                  86,            0.037737,             0.11169,           0.0049188,             0.30865,             0.26694,             0.21622,             0.10167,            0.053487,             0.22243,            0.053542,           0.0057925,           0.0057925,           0.0057925
                  87,            0.037532,              0.1112,           0.0049134,             0.30803,             0.26685,             0.21591,             0.10165,            0.053502,             0.22263,              0.0536,            0.005743,            0.005743,            0.005743
                  88,            0.037629,             0.11054,           0.0048832,              0.3077,             0.26691,             0.21565,             0.10153,            0.053518,             0.22273,            0.053663,           0.0056935,           0.0056935,           0.0056935
                  89,            0.037648,             0.11125,           0.0049155,             0.30725,             0.26687,             0.21532,             0.10147,            0.053538,             0.22284,            0.053707,            0.005644,            0.005644,            0.005644
                  90,            0.037645,             0.11133,            0.004888,             0.30796,             0.26629,             0.21457,             0.10114,            0.053561,             0.22295,            0.053777,           0.0055945,           0.0055945,           0.0055945
                  91,            0.037586,             0.11047,           0.0049181,             0.31346,             0.26255,             0.21414,             0.10096,            0.053593,             0.22307,            0.053796,            0.005545,            0.005545,            0.005545
                  92,            0.037424,             0.11063,           0.0048821,             0.31569,             0.26201,             0.21387,             0.10084,            0.053625,             0.22334,            0.053839,           0.0054955,           0.0054955,           0.0054955
                  93,            0.037504,             0.11093,           0.0048675,             0.31345,             0.26254,             0.21383,             0.10086,             0.05365,             0.22352,            0.053883,            0.005446,            0.005446,            0.005446
                  94,            0.037462,             0.11043,           0.0048501,              0.3136,             0.26203,             0.21344,             0.10071,            0.053692,             0.22374,            0.053908,           0.0053965,           0.0053965,           0.0053965
