HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
55.789,51.792,60.51,56.086,79.055,65.602,81.352,84.267,58.207,71.603,77.925,55.797,56.78,83.228,56.951,63.948,90.137,33.793,37.931,28.276,42294,23844,4628,113,49,55,41,454,46.055,66.489,56.83,80.103,37586,28552,9336,46922,66138,198,145
