               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  93,            0.030254,            0.053739,                   0,             0.95272,             0.90589,             0.97171,              0.7814,            0.024948,            0.043748,                   0,            0.005446,            0.005446,            0.005446
                  94,            0.030259,            0.054069,                   0,             0.95314,             0.90569,             0.97171,             0.78158,            0.024934,            0.043725,                   0,           0.0053965,           0.0053965,           0.0053965
                  95,            0.030211,            0.053874,                   0,             0.95268,             0.90565,             0.97169,             0.78175,            0.024921,            0.043696,                   0,            0.005347,            0.005347,            0.005347
                  96,            0.030349,            0.053758,                   0,             0.95254,             0.90578,             0.97167,             0.78188,            0.024906,            0.043661,                   0,           0.0052975,           0.0052975,           0.0052975
                  97,             0.03021,            0.053526,                   0,             0.95304,             0.90518,             0.97168,             0.78233,            0.024887,            0.043621,                   0,            0.005248,            0.005248,            0.005248
                  98,            0.030177,            0.053393,                   0,             0.95292,             0.90481,             0.97168,             0.78258,            0.024872,            0.043593,                   0,           0.0051985,           0.0051985,           0.0051985
                  99,            0.030142,             0.05359,                   0,             0.95268,              0.9054,              0.9717,             0.78286,            0.024858,            0.043562,                   0,            0.005149,            0.005149,            0.005149
                 100,            0.030095,            0.053175,                   0,             0.95219,             0.90583,             0.97187,             0.78287,            0.024842,            0.043531,                   0,           0.0050995,           0.0050995,           0.0050995
                 101,            0.030147,            0.053584,                   0,             0.95209,              0.9058,             0.97197,             0.78337,            0.024824,            0.043498,                   0,             0.00505,             0.00505,             0.00505
                 102,            0.029993,            0.053569,                   0,             0.95241,             0.90552,             0.97191,             0.78351,            0.024809,            0.043473,                   0,           0.0050005,           0.0050005,           0.0050005
                 103,            0.029984,            0.053341,                   0,              0.9519,             0.90628,             0.97188,             0.78369,            0.024793,            0.043441,                   0,            0.004951,            0.004951,            0.004951
                 104,            0.029909,            0.053255,                   0,             0.95199,             0.90641,             0.97184,              0.7839,            0.024779,             0.04341,                   0,           0.0049015,           0.0049015,           0.0049015
                 105,            0.030033,            0.053086,                   0,             0.95142,             0.90667,             0.97182,             0.78396,            0.024764,            0.043381,                   0,            0.004852,            0.004852,            0.004852
                 106,            0.029911,            0.053342,                   0,             0.95164,             0.90676,             0.97176,              0.7843,            0.024749,            0.043348,                   0,           0.0048025,           0.0048025,           0.0048025
                 107,            0.029852,            0.052686,                   0,             0.95133,             0.90678,             0.97175,              0.7848,            0.024734,            0.043314,                   0,            0.004753,            0.004753,            0.004753
                 108,             0.02986,            0.053294,                   0,             0.95132,             0.90733,             0.97187,             0.78514,            0.024716,             0.04328,                   0,           0.0047035,           0.0047035,           0.0047035
                 109,            0.029982,            0.053563,                   0,             0.95122,             0.90757,             0.97177,             0.78549,            0.024701,            0.043249,                   0,            0.004654,            0.004654,            0.004654
                 110,            0.029859,            0.052747,                   0,             0.95173,             0.90698,             0.97191,             0.78572,            0.024685,            0.043221,                   0,           0.0046045,           0.0046045,           0.0046045
                 111,            0.029847,            0.052822,                   0,             0.95089,             0.90785,             0.97196,             0.78594,            0.024668,            0.043188,                   0,            0.004555,            0.004555,            0.004555
                 112,            0.029692,            0.052928,                   0,             0.95088,             0.90796,             0.97203,             0.78621,            0.024651,            0.043164,                   0,           0.0045055,           0.0045055,           0.0045055
                 113,            0.029874,            0.053136,                   0,             0.95087,             0.90814,             0.97211,              0.7864,            0.024637,             0.04314,                   0,            0.004456,            0.004456,            0.004456
                 114,            0.029704,            0.052684,                   0,             0.95139,             0.90795,             0.97211,             0.78674,            0.024618,             0.04311,                   0,           0.0044065,           0.0044065,           0.0044065
